epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,935.165,0.35827,0.55685,0.42779,0.92059,0.59924,0.74902,0.63228,0.56552,0.59924,0.74902,0.62629,0.50195,0.5352,1.25289,0.89677,1.11119,0.000830106,0.000830106,0.000830106
129,942.465,0.36311,0.56736,0.40127,0.92548,0.53697,0.57843,0.50803,0.46891,0.53697,0.57843,0.504,0.45127,0.54789,1.24038,1.1546,1.11891,0.00082539,0.00082539,0.00082539
130,949.664,0.37287,0.5625,0.41996,0.92506,0.60394,0.72084,0.65756,0.59984,0.60394,0.72084,0.65344,0.5398,0.49716,1.11991,0.85647,1.08285,0.000820675,0.000820675,0.000820675
131,956.887,0.3523,0.58842,0.41433,0.91185,0.6564,0.7014,0.70734,0.65261,0.6564,0.7014,0.69788,0.59493,0.50198,0.96653,0.80331,1.11067,0.000815959,0.000815959,0.000815959
132,964.146,0.36398,0.60273,0.42583,0.9248,0.73557,0.65901,0.73442,0.6649,0.73557,0.65901,0.72432,0.58429,0.59585,1.15652,0.8126,1.20083,0.000811243,0.000811243,0.000811243
133,971.429,0.34441,0.57042,0.41493,0.92119,0.70984,0.7454,0.70764,0.65445,0.70984,0.7454,0.70533,0.57288,0.57815,1.31798,0.81617,1.23323,0.000806528,0.000806528,0.000806528
134,978.681,0.38014,0.55369,0.41795,0.94142,0.58722,0.63301,0.6188,0.5718,0.53899,0.65901,0.59454,0.5005,0.59803,1.29646,0.96925,1.20499,0.000801812,0.000801812,0.000801812
135,985.952,0.36406,0.6097,0.42234,0.93588,0.69546,0.6434,0.66195,0.60451,0.69546,0.6434,0.64331,0.50248,0.62032,1.40997,0.9435,1.23352,0.000797096,0.000797096,0.000797096
136,993.207,0.35852,0.60984,0.42112,0.90971,0.82009,0.67096,0.7198,0.64306,0.783,0.61947,0.67371,0.54419,0.61866,1.25918,0.92037,1.24757,0.00079238,0.00079238,0.00079238
137,1000.47,0.33592,0.55653,0.4031,0.90687,0.76039,0.63296,0.71782,0.63699,0.76039,0.63296,0.69904,0.53341,0.64929,1.31445,0.87657,1.39602,0.000787665,0.000787665,0.000787665
138,1007.71,0.34781,0.57931,0.39749,0.91741,0.72267,0.65258,0.67613,0.62114,0.72267,0.65258,0.67295,0.56007,0.59469,1.02279,0.92357,1.17748,0.000782949,0.000782949,0.000782949
139,1014.99,0.33197,0.54889,0.37965,0.90442,0.7804,0.53952,0.64566,0.60379,0.78134,0.58456,0.65722,0.55627,0.56899,1.01508,1.20267,1.17279,0.000778233,0.000778233,0.000778233
140,1022.24,0.34956,0.57104,0.40275,0.92484,0.7266,0.62776,0.61,0.56678,0.7266,0.62776,0.61,0.50781,0.46639,1.13334,0.99913,1.08509,0.000773518,0.000773518,0.000773518
141,1029.52,0.35382,0.57961,0.41392,0.9424,0.63899,0.65901,0.6221,0.55904,0.63899,0.65901,0.61395,0.50613,0.49464,1.26324,0.98912,1.08221,0.000768802,0.000768802,0.000768802
142,1036.78,0.35204,0.57912,0.39767,0.90487,0.63877,0.69026,0.61788,0.55656,0.60813,0.66085,0.57804,0.49551,0.53992,1.39975,0.84643,1.16782,0.000764086,0.000764086,0.000764086
143,1044.06,0.32999,0.499,0.38293,0.91646,0.62935,0.76471,0.68256,0.6163,0.60491,0.71967,0.62792,0.52129,0.5318,1.27571,0.83001,1.16123,0.000759371,0.000759371,0.000759371
144,1051.35,0.35761,0.55753,0.39995,0.92113,0.66628,0.72219,0.7275,0.63847,0.74354,0.67647,0.70842,0.53163,0.5507,1.3804,0.78849,1.15719,0.000754655,0.000754655,0.000754655
145,1058.64,0.33872,0.51905,0.37623,0.90554,0.61924,0.7554,0.68094,0.62056,0.60273,0.7358,0.65887,0.54568,0.58186,1.22611,0.86767,1.20245,0.000749939,0.000749939,0.000749939
146,1065.88,0.34589,0.55479,0.37303,0.92747,0.74801,0.57986,0.63107,0.58745,0.74801,0.57986,0.62079,0.51994,0.61383,1.22005,1.08347,1.19325,0.000745223,0.000745223,0.000745223
147,1073.14,0.32763,0.4985,0.37316,0.91793,0.661,0.61397,0.66802,0.62703,0.661,0.61397,0.65409,0.54067,0.54713,1.26753,0.89703,1.12414,0.000740508,0.000740508,0.000740508
148,1080.37,0.32534,0.51563,0.37384,0.89364,0.77739,0.56893,0.6517,0.60529,0.77739,0.56893,0.6419,0.54115,0.52079,1.20093,0.93476,1.10519,0.000735792,0.000735792,0.000735792
149,1087.61,0.33426,0.61554,0.37125,0.9237,0.63539,0.58158,0.62367,0.58207,0.63539,0.58158,0.61394,0.52066,0.50966,1.22735,0.99321,1.0987,0.000731076,0.000731076,0.000731076
150,1094.88,0.33494,0.51809,0.35471,0.91187,0.55656,0.6296,0.61683,0.57593,0.55656,0.6296,0.61025,0.51631,0.47254,1.09645,1.05058,1.07306,0.000726361,0.000726361,0.000726361
151,1102.2,0.34176,0.53184,0.3892,0.92575,0.71514,0.61355,0.64877,0.59889,0.71514,0.61355,0.6433,0.52104,0.42956,1.01308,0.90195,1.01139,0.000721645,0.000721645,0.000721645
152,1109.45,0.32912,0.52302,0.35694,0.90035,0.65966,0.62631,0.63288,0.59932,0.65966,0.62631,0.62887,0.51208,0.44034,1.05563,0.9197,1.01348,0.000716929,0.000716929,0.000716929
153,1116.69,0.31269,0.50103,0.34457,0.89051,0.85103,0.58456,0.63126,0.58316,0.85103,0.58456,0.62583,0.515,0.48427,1.17603,0.98394,1.05326,0.000712214,0.000712214,0.000712214
154,1123.95,0.33517,0.56081,0.3536,0.89562,0.83102,0.58456,0.60972,0.56314,0.83102,0.58456,0.60249,0.51065,0.49376,1.05323,1.12514,1.06395,0.000707498,0.000707498,0.000707498
155,1131.22,0.31718,0.49027,0.32818,0.88528,0.71972,0.61397,0.62126,0.57387,0.71972,0.61397,0.61338,0.52305,0.49763,0.99316,1.07461,1.07122,0.000702782,0.000702782,0.000702782
156,1138.46,0.32071,0.50732,0.3549,0.89506,0.71289,0.64114,0.63973,0.61068,0.71289,0.64114,0.6326,0.55333,0.48529,1.05103,1.0342,1.04586,0.000698066,0.000698066,0.000698066
157,1145.72,0.34835,0.53491,0.3782,0.91748,0.68204,0.58456,0.6173,0.57985,0.68204,0.58456,0.6108,0.5245,0.47936,1.17936,1.09798,1.05751,0.000693351,0.000693351,0.000693351
158,1152.99,0.32737,0.50522,0.34535,0.89961,0.67079,0.67279,0.59631,0.55861,0.67079,0.67279,0.58976,0.50419,0.46155,1.14413,0.99857,1.03197,0.000688635,0.000688635,0.000688635
159,1160.26,0.31893,0.5505,0.34373,0.89586,0.70006,0.65717,0.6504,0.61302,0.70006,0.65717,0.64735,0.5628,0.43613,1.01099,0.94416,1.02537,0.000683919,0.000683919,0.000683919
160,1167.5,0.33122,0.52789,0.35775,0.91371,0.63428,0.6698,0.62333,0.59371,0.63428,0.6698,0.61143,0.52938,0.43651,0.99951,0.95732,1.04271,0.000679204,0.000679204,0.000679204
161,1174.79,0.3271,0.53077,0.35174,0.90207,0.5972,0.57644,0.60203,0.55705,0.5972,0.57644,0.59776,0.51979,0.45135,1.12727,1.08848,1.01856,0.000674488,0.000674488,0.000674488
162,1182.01,0.30097,0.51015,0.34361,0.89982,0.62711,0.58456,0.62707,0.58327,0.62711,0.58456,0.61959,0.53276,0.42651,1.10908,1.08357,1.03056,0.000669772,0.000669772,0.000669772
163,1189.24,0.32662,0.6101,0.35459,0.89761,0.68826,0.65013,0.63328,0.59143,0.68826,0.65013,0.62287,0.52776,0.46395,1.06198,1.04946,1.06837,0.000665057,0.000665057,0.000665057
164,1196.5,0.32061,0.53058,0.34828,0.89679,0.61946,0.64225,0.59342,0.549,0.61946,0.64225,0.58136,0.50721,0.5432,1.31621,1.03584,1.14928,0.000660341,0.000660341,0.000660341
165,1203.72,0.304,0.5105,0.34041,0.8893,0.59041,0.58962,0.5839,0.53374,0.59041,0.58962,0.56593,0.50093,0.51308,1.25596,1.17249,1.10568,0.000655625,0.000655625,0.000655625
166,1210.97,0.31572,0.53436,0.37727,0.89543,0.6093,0.68968,0.6156,0.56436,0.6093,0.68968,0.60727,0.52104,0.56413,1.36699,1.08946,1.16026,0.000650909,0.000650909,0.000650909
167,1218.22,0.31804,0.5649,0.34385,0.90111,0.64104,0.64278,0.62102,0.55157,0.61405,0.61716,0.59566,0.49787,0.57941,1.58444,1.08198,1.20251,0.000646194,0.000646194,0.000646194
168,1225.49,0.31613,0.56331,0.35987,0.89568,0.63458,0.66631,0.63041,0.58477,0.63458,0.66631,0.62432,0.52525,0.51494,1.21804,1.03292,1.0811,0.000641478,0.000641478,0.000641478
169,1232.75,0.32212,0.51794,0.36197,0.91673,0.67259,0.67186,0.62951,0.5931,0.67259,0.67186,0.62354,0.54116,0.46371,1.03981,0.96075,1.03321,0.000636762,0.000636762,0.000636762
170,1239.94,0.32757,0.5117,0.36698,0.90517,0.64871,0.61144,0.61927,0.57956,0.64871,0.61144,0.61571,0.53768,0.47312,1.17262,1.07582,1.05413,0.000632047,0.000632047,0.000632047
171,1247.17,0.32951,0.55241,0.37525,0.90503,0.71341,0.56893,0.61234,0.56202,0.71341,0.56893,0.60627,0.51632,0.53866,1.31243,1.02176,1.1225,0.000627331,0.000627331,0.000627331
172,1254.49,0.33979,0.56271,0.37316,0.91936,0.56275,0.61001,0.58389,0.52901,0.56275,0.61001,0.57993,0.51631,0.56237,1.24306,1.15382,1.16825,0.000622615,0.000622615,0.000622615
173,1261.74,0.33147,0.53457,0.36653,0.91277,0.57322,0.53752,0.56607,0.50845,0.57322,0.53752,0.55871,0.49748,0.59568,1.24461,1.20576,1.20119,0.0006179,0.0006179,0.0006179
174,1269,0.3117,0.49737,0.34277,0.89478,0.60522,0.55208,0.6019,0.55142,0.60522,0.55208,0.59296,0.51439,0.55279,1.33263,1.24888,1.17272,0.000613184,0.000613184,0.000613184
175,1276.24,0.29806,0.49287,0.33032,0.89123,0.65783,0.60971,0.63598,0.57562,0.68666,0.52564,0.58803,0.52286,0.55178,1.50965,1.08546,1.12475,0.000608468,0.000608468,0.000608468
176,1283.5,0.31362,0.54519,0.32867,0.89045,0.66133,0.63569,0.62714,0.58454,0.68115,0.60018,0.60876,0.52815,0.53061,1.25501,0.97894,1.11709,0.000603752,0.000603752,0.000603752
177,1290.77,0.29548,0.46199,0.33908,0.90417,0.65496,0.64506,0.66639,0.61425,0.68273,0.63877,0.64552,0.56288,0.48614,1.1181,0.90798,1.08285,0.000599037,0.000599037,0.000599037
178,1297.95,0.30205,0.484,0.32154,0.88129,0.62722,0.64338,0.64367,0.59907,0.66848,0.63608,0.63076,0.5509,0.55081,1.21001,1.0074,1.15833,0.000594321,0.000594321,0.000594321
179,1305.22,0.3081,0.4677,0.32648,0.90183,0.91557,0.5239,0.60474,0.55559,0.91557,0.5239,0.59852,0.53034,0.56027,1.15321,1.07405,1.14456,0.000589605,0.000589605,0.000589605
180,1312.48,0.30151,0.47684,0.30714,0.89067,0.66646,0.55969,0.62774,0.57481,0.66646,0.55969,0.62023,0.53207,0.49315,1.12472,0.9389,1.12007,0.00058489,0.00058489,0.00058489
181,1319.76,0.29674,0.4955,0.30982,0.88673,0.67156,0.56893,0.61114,0.56116,0.67156,0.56893,0.59871,0.52924,0.49129,1.04362,0.99536,1.09255,0.000580174,0.000580174,0.000580174
182,1326.99,0.30678,0.49917,0.32811,0.89854,0.56027,0.55515,0.58833,0.54838,0.51904,0.52574,0.56064,0.51198,0.49226,1.05339,1.1304,1.08295,0.000575458,0.000575458,0.000575458
183,1334.33,0.30726,0.47472,0.32849,0.90002,0.6174,0.61397,0.59115,0.55167,0.58408,0.58456,0.5699,0.50875,0.49866,1.12634,1.05172,1.10881,0.000570743,0.000570743,0.000570743
184,1341.57,0.28503,0.58841,0.34284,0.88964,0.69227,0.56893,0.59601,0.55153,0.68647,0.53952,0.57155,0.50105,0.59175,1.17622,1.08849,1.20137,0.000566027,0.000566027,0.000566027
185,1348.83,0.30343,0.54718,0.32702,0.89752,0.59493,0.61222,0.61753,0.57114,0.59493,0.61222,0.60722,0.52671,0.57786,1.2059,0.98345,1.20504,0.000561311,0.000561311,0.000561311
186,1356.08,0.31889,0.54819,0.34113,0.92342,0.60669,0.73224,0.6651,0.61672,0.60669,0.73224,0.65012,0.55766,0.5187,1.03688,0.85339,1.09133,0.000556595,0.000556595,0.000556595
187,1363.35,0.31774,0.51751,0.35797,0.92857,0.58221,0.73162,0.63171,0.58317,0.64994,0.61397,0.61513,0.53977,0.47429,0.96971,0.87089,1.06813,0.00055188,0.00055188,0.00055188
188,1370.62,0.31102,0.54106,0.34407,0.88215,0.54415,0.70221,0.59022,0.54883,0.52182,0.67279,0.56975,0.50704,0.54978,1.11558,1.01332,1.13652,0.000547164,0.000547164,0.000547164
189,1377.85,0.29694,0.47554,0.32467,0.89867,0.56198,0.67204,0.61861,0.5597,0.73367,0.54195,0.60018,0.52223,0.58677,1.17788,1.08193,1.1815,0.000542448,0.000542448,0.000542448
190,1385.11,0.29364,0.48749,0.31736,0.88555,0.57239,0.61397,0.60367,0.53731,0.67212,0.56952,0.58886,0.4969,0.54041,1.11657,1.06449,1.08467,0.000537733,0.000537733,0.000537733
191,1392.34,0.30216,0.45172,0.30244,0.9023,0.6336,0.58497,0.62016,0.55857,0.6829,0.61397,0.60771,0.51421,0.48895,1.03992,1.07017,1.0537,0.000533017,0.000533017,0.000533017
192,1399.6,0.29447,0.50015,0.31243,0.8718,0.61209,0.58456,0.62594,0.57648,0.74353,0.52451,0.5961,0.52178,0.48754,0.99876,1.04267,1.05487,0.000528301,0.000528301,0.000528301
193,1406.93,0.28567,0.46329,0.28989,0.88225,0.69638,0.58208,0.62879,0.58353,0.7665,0.5425,0.60946,0.53508,0.5536,1.04015,1.01163,1.08994,0.000523586,0.000523586,0.000523586
194,1414.19,0.2908,0.47917,0.3068,0.88543,0.6804,0.56893,0.62964,0.56918,0.75658,0.53952,0.61092,0.52726,0.57345,1.21367,0.98337,1.15103,0.00051887,0.00051887,0.00051887
195,1421.48,0.26867,0.48139,0.30421,0.88606,0.61445,0.61397,0.63462,0.57597,0.67969,0.53982,0.6136,0.52653,0.53714,1.2333,0.97181,1.11411,0.000514154,0.000514154,0.000514154
196,1428.7,0.3016,0.48783,0.31218,0.88759,0.5598,0.69181,0.63323,0.5904,0.57312,0.68842,0.62069,0.54148,0.4857,1.01418,0.98189,1.04359,0.000509438,0.000509438,0.000509438
197,1435.99,0.29579,0.50299,0.32062,0.90465,0.66713,0.55515,0.62523,0.5757,0.66713,0.55515,0.61556,0.53623,0.49515,1.06446,1.05033,1.07726,0.000504723,0.000504723,0.000504723
198,1443.26,0.27794,0.45023,0.30289,0.88011,0.57767,0.70624,0.65305,0.60181,0.55748,0.6702,0.64103,0.55755,0.51082,1.03661,0.9852,1.09128,0.000500007,0.000500007,0.000500007
199,1450.51,0.30028,0.50035,0.3366,0.89707,0.7648,0.56893,0.64162,0.57096,0.7648,0.56893,0.63144,0.53656,0.54334,1.04653,1.02618,1.13455,0.000495291,0.000495291,0.000495291
200,1457.74,0.28041,0.44626,0.30481,0.88405,0.87882,0.53952,0.64595,0.57965,0.87882,0.53952,0.63609,0.53473,0.56494,1.11198,1.00951,1.15081,0.000490576,0.000490576,0.000490576
